Date;Product_Category;Sales_Volume;Price;Promotion;Store_Location;Weekday;Supplier_Cost;Replenishment_Lead_Time;Stock_Level;Proxy_Margin;Promotion;Weekday
04/04/2023;Snacks;1639;1.517.793.789;1;Urban;1;389.028.608;4;249;1.128.765.181;Promotion;Tuesday
05/04/2023;Dairy;1472;1.352.167.515;0;Rural;2;0.843762428;2;420;1.267.791.272;No Promotion;Wednesday
06/04/2023;Beverages;1081;162.404.806;0;Rural;3;1.260.673.448;7;496;363.374.612;No Promotion;Thursday
07/04/2023;Snacks;1020;3.001.983.145;1;Suburban;4;1.463.301.364;9;390;-116.310.305;Promotion;Friday
08/04/2023;Personal Care;1520;1.675.846.474;0;Rural;5;2.464.163.284;7;497;-0.78831681;No Promotion;Saturday
09/04/2023;Snacks;821;106.630.065;1;Suburban;6;38.563.906;6;297;68.066.159;Promotion;Sunday
10/04/2023;Snacks;1284;8.364.309.398;1;Suburban;0;130.919.381;1;325;-4.727.628.702;Promotion;Monday
11/04/2023;Snacks;115;9.776.991.797;1;Urban;1;1.393.372.507;9;313;-4.156.733.273;Promotion;Tuesday
12/04/2023;Snacks;592;1.984.017.977;0;Urban;2;6.584.597.051;5;107;1.325.558.272;No Promotion;Wednesday
13/04/2023;Dairy;1549;194.442.492;0;Urban;3;1.234.025.848;5;351;1.821.022.335;No Promotion;Thursday
14/04/2023;Beverages;1231;189.039.924;1;Suburban;4;1.071.181.589;6;80;1.783.281.081;Promotion;Friday
15/04/2023;Household;993;1.589.301.086;0;Rural;5;8.822.273.058;9;298;7.070.737.802;No Promotion;Saturday
16/04/2023;Snacks;1573;7.741.985.845;0;Urban;6;6.196.979.079;8;142;1.545.006.766;No Promotion;Sunday
17/04/2023;Personal Care;410;8.830.487.675;0;Rural;0;0.9154602;8;314;7.915.027.475;No Promotion;Monday
18/04/2023;Snacks;838;1.144.270.483;0;Urban;1;8.957.159.689;8;320;2.485.545.141;No Promotion;Tuesday
19/04/2023;Personal Care;1293;1.678.015.467;0;Urban;2;0.663886781;1;143;1.611.626.789;No Promotion;Wednesday
20/04/2023;Dairy;645;2.305.543.818;0;Suburban;3;1.191.689.339;1;203;-9.611.349.572;No Promotion;Thursday
21/04/2023;Personal Care;513;9.061.640.832;0;Urban;4;4.943.275.929;8;443;4.118.364.903;No Promotion;Friday
22/04/2023;Household;350;2.569.735.606;1;Urban;5;1.083.741.044;5;334;1.485.994.562;Promotion;Saturday
23/04/2023;Beverages;858;1.077.849.414;0;Suburban;6;9.031.107.204;9;129;1.747.386.936;No Promotion;Sunday
24/04/2023;Personal Care;1904;1.807.911.566;0;Rural;0;6.266.424.009;2;341;1.181.269.165;No Promotion;Monday
25/04/2023;Personal Care;1264;1.586.721.357;0;Urban;1;1.462.010.599;9;133;124.710.758;No Promotion;Tuesday
26/04/2023;Beverages;1397;5.329.005.933;0;Suburban;2;8.390.880.606;8;414;-3.061.874.673;No Promotion;Wednesday
27/04/2023;Household;1539;1.954.382.614;0;Urban;3;4.490.968.125;9;423;1.505.285.802;No Promotion;Thursday
28/04/2023;Snacks;1731;1.367.965.756;0;Suburban;4;1.078.686.354;4;86;289.279.402;No Promotion;Friday
29/04/2023;Personal Care;1862;1.198.126.289;0;Rural;5;4.436.634.037;1;391;-3.238.507.748;No Promotion;Saturday
30/04/2023;Beverages;1162;5.852.856.209;0;Rural;6;1.361.152.773;1;376;-7.758.671.521;No Promotion;Sunday
01/05/2023;Dairy;913;5.953.552.698;1;Suburban;0;5.933.468.572;5;456;0.020084126;Promotion;Monday
02/05/2023;Beverages;128;2.315.831.819;0;Suburban;1;847.309.416;2;474;-6.157.262.341;No Promotion;Tuesday
03/05/2023;Dairy;1057;1.923.670.384;0;Suburban;2;1.233.310.005;8;281;1.800.339.384;No Promotion;Wednesday
04/05/2023;Household;576;100.868.506;0;Rural;3;667.875.795;5;142;340.809.265;No Promotion;Thursday
05/05/2023;Snacks;417;1.802.047.735;0;Urban;4;1.256.927.133;5;385;545.120.602;No Promotion;Friday
06/05/2023;Beverages;344;7.122.094.565;1;Rural;5;1.218.190.768;2;151;-5.059.813.115;Promotion;Saturday
07/05/2023;Personal Care;847;3.379.437.838;1;Suburban;6;3.752.619.103;7;461;-0.373181265;Promotion;Sunday
08/05/2023;Household;796;1.001.238.609;1;Suburban;0;377.814.653;8;481;623.423.956;Promotion;Monday
09/05/2023;Beverages;371;316.517.606;1;Rural;1;1.235.092.703;1;215;-918.575.097;Promotion;Tuesday
10/05/2023;Personal Care;1563;1.023.429.456;1;Suburban;2;1.399.077.709;2;208;-375.648.253;Promotion;Wednesday
11/05/2023;Beverages;1871;1.848.564.644;1;Rural;3;1.882.733.358;4;63;1.660.291.308;Promotion;Thursday
12/05/2023;Dairy;1362;1.089.459.469;1;Suburban;4;7.025.850.272;5;422;3.868.744.418;Promotion;Friday
13/05/2023;Beverages;476;1.271.349.481;1;Urban;5;5.393.087.045;2;274;7.320.407.765;Promotion;Saturday
14/05/2023;Beverages;365;3.976.130.303;1;Urban;6;131.249.826;1;122;-9.148.852.297;Promotion;Sunday
15/05/2023;Beverages;1025;1.830.976.892;1;Suburban;0;1.711.111.263;9;298;0.119865629;Promotion;Monday
16/05/2023;Household;1020;3.105.351.281;1;Rural;1;3.561.326.167;1;140;-0.455974886;Promotion;Tuesday
17/05/2023;Beverages;1482;1.237.209.994;1;Urban;2;114.107.909;4;265;0.96130904;Promotion;Wednesday
18/05/2023;Personal Care;439;2.805.222.281;1;Rural;3;124.376.081;2;139;1.561.461.471;Promotion;Thursday
19/05/2023;Dairy;488;8.143.864.909;1;Suburban;4;764.176.302;4;78;0.502101889;Promotion;Friday
20/05/2023;Dairy;676;1.145.174.687;1;Rural;5;6.910.552.003;8;484;4.541.194.867;Promotion;Saturday
21/05/2023;Beverages;1812;8.384.403.174;1;Urban;6;5.348.817.095;8;354;3.035.586.079;Promotion;Sunday
22/05/2023;Household;102;4.109.992.228;0;Rural;0;6.221.298.572;9;476;-2.111.306.344;No Promotion;Monday
23/05/2023;Household;1552;6.202.034.843;1;Rural;1;818.413.851;5;269;-1.982.103.667;Promotion;Tuesday
24/05/2023;Personal Care;1265;1.863.803.312;0;Suburban;2;2.839.826.697;7;377;1.579.820.642;No Promotion;Wednesday
25/05/2023;Beverages;475;1.384.366.324;1;Suburban;3;8.793.940.235;3;264;5.049.723.005;Promotion;Thursday
26/05/2023;Dairy;1793;1.042.490.893;1;Suburban;4;1.217.876.877;4;270;-175.385.984;Promotion;Friday
27/05/2023;Household;423;124.158.291;0;Urban;5;1.152.233.348;9;438;-1.028.075.057;No Promotion;Saturday
28/05/2023;Beverages;245;1.985.589.261;1;Urban;6;2.731.548.618;1;91;1.712.434.399;Promotion;Sunday
29/05/2023;Household;392;1.375.764.376;0;Suburban;0;2.664.117.311;2;184;1.109.352.645;No Promotion;Monday
30/05/2023;Household;1788;702.152.707;0;Suburban;1;4.388.528.332;5;91;2.632.998.738;No Promotion;Tuesday
31/05/2023;Dairy;531;1.770.610.454;0;Urban;2;5.735.583.532;3;213;1.197.052.101;No Promotion;Wednesday
01/06/2023;Snacks;804;5.910.200.786;1;Urban;3;642.260.593;2;410;-0.512405144;Promotion;Thursday
02/06/2023;Personal Care;1048;11.336.315;1;Urban;4;1.035.560.964;1;332;0.98070536;Promotion;Friday
03/06/2023;Personal Care;684;1.308.534.451;1;Urban;5;1.321.866.266;3;107;1.176.347.824;Promotion;Saturday
04/06/2023;Dairy;498;5.200.204.058;0;Suburban;6;1.002.754.211;1;351;4.197.449.847;No Promotion;Sunday
05/06/2023;Household;916;195.895.483;0;Urban;0;6.182.703.163;1;371;1.340.684.514;No Promotion;Monday
06/06/2023;Beverages;1467;1.521.564.621;1;Suburban;1;1.060.887.354;1;74;460.677.267;Promotion;Tuesday
07/06/2023;Household;1063;1.159.845.128;1;Rural;2;3.304.812.473;8;122;8.293.638.807;Promotion;Wednesday
08/06/2023;Dairy;1263;4.431.297.365;1;Rural;3;9.801.814.978;3;422;-5.370.517.613;Promotion;Thursday
09/06/2023;Personal Care;286;2.023.305.933;1;Urban;4;4.267.508;1;460;-2.244.202.067;Promotion;Friday
10/06/2023;Household;1928;7.081.136.818;1;Rural;5;1.334.824.858;7;178;-6.267.111.762;Promotion;Saturday
11/06/2023;Personal Care;160;1.531.055.938;0;Rural;6;1.348.750.419;3;136;182.305.519;No Promotion;Sunday
12/06/2023;Beverages;1038;6.117.294.668;0;Rural;0;4.810.664.462;8;379;1.306.630.206;No Promotion;Monday
13/06/2023;Personal Care;1503;1.125.156.819;0;Urban;1;3.834.909.432;4;475;7.416.658.758;No Promotion;Tuesday
14/06/2023;Personal Care;809;1.483.099.636;1;Urban;2;6.463.907.595;4;485;8.367.088.765;Promotion;Wednesday
15/06/2023;Snacks;906;3.050.930.578;0;Rural;3;3.987.707.985;5;202;-0.936777407;No Promotion;Thursday
16/06/2023;Snacks;1563;1.402.066.231;0;Suburban;4;1.024.956.573;6;231;377.109.658;No Promotion;Friday
17/06/2023;Snacks;1442;2.745.546.866;0;Rural;5;1.247.793.793;7;174;-9.732.391.064;No Promotion;Saturday
18/06/2023;Personal Care;1425;193.374.651;0;Urban;6;102.598.359;4;116;90.776.292;No Promotion;Sunday
19/06/2023;Dairy;1467;1.027.948.847;0;Urban;0;1.245.308.149;8;55;-217.359.302;No Promotion;Monday
20/06/2023;Personal Care;110;3.862.846.046;1;Urban;1;6.256.386.352;6;174;-2.393.540.306;Promotion;Tuesday
21/06/2023;Dairy;1185;7.505.289.085;0;Rural;2;2.766.596.075;1;363;473.869.301;No Promotion;Wednesday
22/06/2023;Dairy;1968;8.854.912.537;1;Suburban;3;1.120.028.874;1;375;-2.345.376.203;Promotion;Thursday
23/06/2023;Snacks;325;1.540.551.521;1;Urban;4;5.726.880.325;9;102;9.678.634.885;Promotion;Friday
24/06/2023;Household;1276;1.512.505.194;1;Urban;5;1.023.342.697;6;115;489.162.497;Promotion;Saturday
25/06/2023;Beverages;1834;126.268.696;1;Rural;6;4.424.337.159;8;363;8.202.532.441;Promotion;Sunday
26/06/2023;Snacks;663;3.012.683.539;1;Suburban;0;1.677.829.705;7;131;1.334.853.834;Promotion;Monday
27/06/2023;Snacks;871;387.981.806;0;Rural;1;1.489.243.603;6;136;-1.101.261.797;No Promotion;Tuesday
28/06/2023;Household;1694;2.781.381.492;0;Urban;2;2.764.921.865;4;51;0.016459627;No Promotion;Wednesday
29/06/2023;Beverages;1707;1.196.628.288;1;Suburban;3;1.483.210.441;7;253;-286.582.153;Promotion;Thursday
30/06/2023;Personal Care;1783;1.766.563.039;1;Suburban;4;1.467.055.902;9;199;299.507.137;Promotion;Friday
01/07/2023;Personal Care;1984;9.242.209.733;1;Urban;5;1.201.036.251;7;342;-2.768.152.777;Promotion;Saturday
02/07/2023;Snacks;1698;4.056.115.305;0;Suburban;6;1.006.163.295;1;453;-6.005.517.645;No Promotion;Sunday
03/07/2023;Beverages;1433;1.160.280.418;1;Suburban;0;8.878.202.229;9;152;2.724.601.951;Promotion;Monday
04/07/2023;Snacks;984;1.642.329.212;0;Rural;1;1.305.847.241;4;73;336.481.971;No Promotion;Tuesday
05/07/2023;Dairy;1366;1.509.252.917;1;Urban;2;4.696.873.063;3;417;1.039.565.611;Promotion;Wednesday
06/07/2023;Snacks;1616;1.774.756.481;0;Urban;3;7.281.377.581;4;261;1.046.618.723;No Promotion;Thursday
07/07/2023;Snacks;1489;6.280.139.848;1;Urban;4;9.481.154.556;4;114;-3.201.014.708;Promotion;Friday
08/07/2023;Personal Care;1453;4.685.123.478;0;Urban;5;64.622.619;2;498;-1.777.138.422;No Promotion;Saturday
09/07/2023;Personal Care;1230;1.771.651.323;1;Urban;6;6.698.553.584;1;258;1.101.795.965;Promotion;Sunday
10/07/2023;Personal Care;325;1.349.364.594;0;Suburban;0;5.289.127.679;1;300;8.204.518.261;No Promotion;Monday
11/07/2023;Dairy;924;690.764.967;0;Rural;1;8.681.361.342;8;434;-1.773.711.672;No Promotion;Tuesday
12/07/2023;Personal Care;317;1.510.461.296;0;Urban;2;1.283.333.066;2;166;22.712.823;No Promotion;Wednesday
13/07/2023;Beverages;1036;1.648.724.931;0;Rural;3;3.422.161.481;5;165;1.306.508.783;No Promotion;Thursday
14/07/2023;Household;852;1.268.458.657;0;Rural;4;1.404.927.906;4;286;-136.469.249;No Promotion;Friday
15/07/2023;Beverages;605;1.406.979.809;0;Suburban;5;1.049.177.098;8;154;357.802.711;No Promotion;Saturday
16/07/2023;Beverages;358;8.129.938.184;0;Urban;6;1.243.746.158;2;308;-4.307.523.396;No Promotion;Sunday
17/07/2023;Personal Care;1897;1.123.521.768;1;Suburban;0;8.564.765.043;9;95;2.670.452.637;Promotion;Monday
18/07/2023;Household;1640;1.095.902.424;1;Urban;1;1.180.299.217;7;360;-0.84396793;Promotion;Tuesday
19/07/2023;Household;1896;1.711.290.803;1;Suburban;2;0.734905761;7;380;1.637.800.227;Promotion;Wednesday
20/07/2023;Household;153;1.695.931.563;1;Rural;3;1.236.651.616;1;265;459.279.947;Promotion;Thursday
21/07/2023;Dairy;1170;1.682.092.892;1;Urban;4;1.082.013.457;2;497;1.573.891.546;Promotion;Friday
22/07/2023;Personal Care;826;1.209.600.671;0;Rural;5;1.340.374.396;4;350;-1.219.414.329;No Promotion;Saturday
23/07/2023;Household;788;152.413.642;0;Rural;6;1.488.345.983;4;459;0.35790437;No Promotion;Sunday
24/07/2023;Dairy;1644;1.541.485.141;0;Suburban;0;4.763.978.202;3;382;1.065.087.321;No Promotion;Monday
25/07/2023;Snacks;1222;1.388.919.763;0;Urban;1;3.549.619.066;7;498;1.033.957.856;No Promotion;Tuesday
26/07/2023;Snacks;1143;153.690.285;0;Rural;2;1.159.776.878;8;73;377.125.972;No Promotion;Wednesday
27/07/2023;Dairy;1876;1.699.743.706;1;Suburban;3;4.168.881.943;2;84;1.282.855.512;Promotion;Thursday
28/07/2023;Dairy;1696;9.936.062.028;1;Urban;4;1.305.065.456;4;73;-3.114.592.532;Promotion;Friday
29/07/2023;Personal Care;1613;1.053.895.406;1;Urban;5;1.991.217.586;3;77;8.547.736.474;Promotion;Saturday
30/07/2023;Personal Care;518;3.369.567.081;1;Rural;6;2.326.350.348;2;65;1.043.216.733;Promotion;Sunday
31/07/2023;Snacks;789;8.322.141.778;0;Urban;0;1.469.769.755;6;108;-6.375.555.772;No Promotion;Monday
01/08/2023;Household;949;1.322.393.842;0;Rural;1;1.027.066.402;4;292;29.532.744;No Promotion;Tuesday
02/08/2023;Snacks;161;1.582.759.575;0;Urban;2;1.277.986.475;6;487;3.047.731;No Promotion;Wednesday
03/08/2023;Household;1268;5.126.972.856;1;Suburban;3;5.202.775.972;2;256;-0.075803116;Promotion;Thursday
04/08/2023;Household;315;3.618.635.084;0;Rural;4;1.030.901.437;4;449;-6.690.379.286;No Promotion;Friday
05/08/2023;Personal Care;102;1.359.779.809;1;Rural;5;9.116.506.496;6;320;4.481.291.594;Promotion;Saturday
06/08/2023;Beverages;259;1.035.717.787;0;Urban;6;9.245.676.742;5;298;-8.209.958.955;No Promotion;Sunday
07/08/2023;Beverages;1862;4.389.079.102;0;Urban;0;1.039.672.066;3;316;-6.007.641.558;No Promotion;Monday
08/08/2023;Dairy;880;1.552.356.227;1;Rural;1;884.270.801;8;242;-7.290.351.783;Promotion;Tuesday
09/08/2023;Personal Care;1243;4.170.817.239;0;Urban;2;6.721.404.355;7;384;-2.550.587.116;No Promotion;Wednesday
10/08/2023;Household;992;4.445.066.319;0;Suburban;3;4.500.879.069;3;267;-0.05581275;No Promotion;Thursday
11/08/2023;Beverages;1212;83.657.983;1;Urban;4;116.444.293;6;164;-3.278.631;Promotion;Friday
12/08/2023;Household;428;8.644.215.369;0;Suburban;5;3.780.950.235;4;117;4.863.265.134;No Promotion;Saturday
13/08/2023;Beverages;679;1.761.098.694;1;Suburban;6;1.053.913.744;5;348;70.718.495;Promotion;Sunday
14/08/2023;Beverages;1480;1.069.208.454;0;Suburban;0;3.883.325.928;5;374;6.808.758.612;No Promotion;Monday
15/08/2023;Beverages;1733;1.474.469.055;0;Suburban;1;9.567.287.464;7;446;5.177.403.086;No Promotion;Tuesday
16/08/2023;Personal Care;1390;29.786.098;0;Suburban;2;1.133.263.487;5;443;-835.402.507;No Promotion;Wednesday
17/08/2023;Snacks;1740;5.283.336.354;0;Urban;3;3.671.351.389;3;124;1.611.984.965;No Promotion;Thursday
18/08/2023;Household;1051;1.435.592.538;0;Suburban;4;1.369.177.862;5;152;1.298.674.752;No Promotion;Friday
19/08/2023;Personal Care;1446;2.003.275.249;0;Urban;5;2.399.119.273;7;346;-0.395844024;No Promotion;Saturday
20/08/2023;Personal Care;734;1.024.535.558;0;Suburban;6;9.286.956.025;5;227;0.958399555;No Promotion;Sunday
21/08/2023;Personal Care;1087;1.238.801.035;0;Rural;0;1.281.697.289;5;264;-0.42896254;No Promotion;Monday
22/08/2023;Personal Care;1664;1.244.076.724;1;Suburban;1;1.152.453.908;9;364;1.128.831.333;Promotion;Tuesday
23/08/2023;Personal Care;1772;1.435.723.414;1;Rural;2;1.114.519.326;3;88;-9.709.469.846;Promotion;Wednesday
24/08/2023;Dairy;1318;712.005.208;0;Suburban;3;5.449.120.366;6;308;1.670.931.714;No Promotion;Thursday
25/08/2023;Household;1020;1.309.332.237;0;Suburban;4;7.438.661.364;1;253;5.654.661.006;No Promotion;Friday
26/08/2023;Personal Care;837;3.830.994.987;1;Suburban;5;1.396.846.347;5;56;-1.013.746.848;Promotion;Saturday
27/08/2023;Household;1455;1.421.289.732;0;Rural;6;5.313.586.819;8;98;8.899.310.501;No Promotion;Sunday
28/08/2023;Dairy;269;1.517.257.897;0;Rural;0;7.247.385.542;5;75;7.925.193.428;No Promotion;Monday
29/08/2023;Dairy;620;1.965.741.462;1;Suburban;1;0.698395014;9;210;1.895.901.961;Promotion;Tuesday
30/08/2023;Household;1586;4.986.997.902;0;Urban;2;168.318.144;6;406;3.303.816.462;No Promotion;Wednesday
31/08/2023;Beverages;139;1.667.748.269;0;Suburban;3;4.249.578.071;8;225;1.242.790.462;No Promotion;Thursday
01/09/2023;Snacks;1660;1.088.563.496;1;Rural;4;0.903857492;8;128;9.981.777.468;Promotion;Friday
02/09/2023;Beverages;1384;8.095.789.327;0;Suburban;5;9.654.942.228;3;51;-1.559.152.901;No Promotion;Saturday
03/09/2023;Beverages;1518;3.325.158.389;0;Rural;6;6.682.776.174;7;432;-3.357.617.785;No Promotion;Sunday
04/09/2023;Beverages;1054;1.497.460.652;1;Rural;0;844.810.544;7;465;652.650.108;Promotion;Monday
05/09/2023;Personal Care;1349;5.481.294.384;0;Rural;1;3.032.384.195;6;181;2.448.910.189;No Promotion;Tuesday
06/09/2023;Dairy;1083;8.057.018.036;1;Suburban;2;4.791.014.427;7;325;3.266.003.609;Promotion;Wednesday
07/09/2023;Beverages;1247;2.188.302.311;0;Rural;3;1.012.545.489;2;166;-7.937.152.579;No Promotion;Thursday
08/09/2023;Dairy;1074;162.259.714;0;Rural;4;1.449.688.949;9;213;172.908.191;No Promotion;Friday
09/09/2023;Household;137;1.556.518.196;1;Suburban;5;1.231.043.217;1;337;1.433.413.874;Promotion;Saturday
10/09/2023;Snacks;427;1.493.870.077;1;Rural;6;1.341.057.265;1;77;152.812.812;Promotion;Sunday
11/09/2023;Household;1374;6.689.426.699;0;Suburban;0;8.864.777.419;3;382;-217.535.072;No Promotion;Monday
12/09/2023;Household;1299;4.296.121.411;1;Rural;1;8.676.833.718;3;50;-4.380.712.307;Promotion;Tuesday
13/09/2023;Personal Care;1725;1.311.351.202;1;Urban;2;7.754.038.761;1;237;5.359.473.259;Promotion;Wednesday
14/09/2023;Snacks;1013;104.271.613;0;Urban;3;1.506.214.246;7;105;8.920.947.054;No Promotion;Thursday
15/09/2023;Household;553;4.386.796.871;0;Rural;4;180.321.435;4;84;2.583.582.521;No Promotion;Friday
16/09/2023;Household;136;1.403.231.415;0;Urban;5;9.213.224.082;2;161;4.819.090.068;No Promotion;Saturday
17/09/2023;Snacks;1439;198.314.022;1;Suburban;6;5.443.899.286;5;335;1.438.750.291;Promotion;Sunday
18/09/2023;Snacks;1811;1.519.717.217;1;Urban;0;1.380.038.697;6;359;13.967.852;Promotion;Monday
19/09/2023;Household;1072;1.505.974.135;1;Rural;1;6.395.562.792;9;85;8.664.178.558;Promotion;Tuesday
20/09/2023;Snacks;895;1.905.594.231;1;Rural;2;2.577.581.151;4;488;1.647.836.116;Promotion;Wednesday
21/09/2023;Household;1072;4.855.790.984;0;Suburban;3;1.086.342.309;2;266;-6.007.632.106;No Promotion;Thursday
22/09/2023;Household;692;1.174.544.933;1;Rural;4;4.753.624.611;5;129;6.991.824.719;Promotion;Friday
23/09/2023;Personal Care;1237;1.961.328.759;0;Suburban;5;8.119.319.457;3;363;1.149.396.813;No Promotion;Saturday
24/09/2023;Beverages;1163;4.140.588.108;1;Urban;6;1.061.857.539;2;132;-6.477.987.282;Promotion;Sunday
25/09/2023;Household;1424;1.430.478.723;0;Urban;0;1.355.382.961;1;114;0.75095762;No Promotion;Monday
26/09/2023;Dairy;323;1.213.039.277;0;Suburban;1;1.198.677.232;2;374;0.14362045;No Promotion;Tuesday
27/09/2023;Beverages;417;1.214.310.275;0;Suburban;2;1.030.723.548;6;177;183.586.727;No Promotion;Wednesday
28/09/2023;Beverages;448;1.425.574.192;1;Rural;3;1.035.468.114;8;356;390.106.078;Promotion;Thursday
29/09/2023;Beverages;214;1.866.272.153;0;Urban;4;1.421.590.734;3;71;444.681.419;No Promotion;Friday
30/09/2023;Personal Care;797;1.586.905.686;0;Suburban;5;4.789.449.414;9;265;1.107.960.745;No Promotion;Saturday
01/10/2023;Household;1446;2.066.585.965;1;Urban;6;0.516125366;9;156;1.550.460.599;Promotion;Sunday
02/10/2023;Personal Care;1691;1.720.183.238;0;Suburban;0;4.443.341.111;2;158;1.275.849.127;No Promotion;Monday
03/10/2023;Household;1163;5.285.285.269;1;Urban;1;3.659.425.005;8;421;1.625.860.264;Promotion;Tuesday
04/10/2023;Personal Care;1989;816.136.913;1;Rural;2;1.009.660.148;5;406;-193.523.235;Promotion;Wednesday
05/10/2023;Personal Care;139;9.772.923.459;0;Urban;3;9.688.818.197;4;230;0.084105262;No Promotion;Thursday
06/10/2023;Dairy;1982;1.013.721.401;0;Urban;4;9.105.190.049;5;405;1.032.023.961;No Promotion;Friday
07/10/2023;Personal Care;1872;9.268.427.586;1;Urban;5;0.735529927;4;213;8.532.897.659;Promotion;Saturday
08/10/2023;Snacks;1412;1.880.971.259;0;Urban;6;1.106.728.179;8;117;77.424.308;No Promotion;Sunday
09/10/2023;Dairy;1385;1.441.436.115;1;Urban;0;5.191.190.981;4;341;9.223.170.169;Promotion;Monday
10/10/2023;Personal Care;315;1.299.224.227;1;Rural;1;1.014.331.184;6;229;284.893.043;Promotion;Tuesday
11/10/2023;Beverages;1270;1.946.998.528;1;Suburban;2;8.570.387.213;2;230;-6.623.388.685;Promotion;Wednesday
12/10/2023;Snacks;435;1.817.435.327;0;Urban;3;5.469.598.419;5;483;1.270.475.485;No Promotion;Thursday
13/10/2023;Snacks;1291;1.827.841.365;1;Rural;4;2.451.355.873;6;218;1.582.705.778;Promotion;Friday
14/10/2023;Snacks;191;1.582.404.821;0;Urban;5;1.869.074.016;5;451;1.395.497.419;No Promotion;Saturday
15/10/2023;Dairy;452;1.133.554.872;0;Urban;6;1.255.701.583;2;71;-1.142.346.096;No Promotion;Sunday
16/10/2023;Personal Care;670;208.832.477;0;Suburban;0;1.381.676.436;7;115;-1.172.843.959;No Promotion;Monday
17/10/2023;Personal Care;1694;5.279.250.343;0;Urban;1;9.921.926.678;4;70;-4.642.676.335;No Promotion;Tuesday
18/10/2023;Beverages;915;3.495.638.755;1;Rural;2;1.999.794.665;8;149;149.584.409;Promotion;Wednesday
19/10/2023;Beverages;1804;8.577.884.564;0;Rural;3;6.329.394.645;7;433;2.248.489.919;No Promotion;Thursday
20/10/2023;Snacks;880;185.298.381;1;Suburban;4;110.696.184;7;349;74.602.197;Promotion;Friday
21/10/2023;Beverages;462;996.914.825;1;Urban;5;1.180.740.282;9;152;-183.825.457;Promotion;Saturday
22/10/2023;Dairy;656;1.254.649.902;0;Rural;6;2.214.170.023;1;96;-0.959520121;No Promotion;Sunday
23/10/2023;Personal Care;1468;6.372.168.102;1;Urban;0;0.500445423;6;88;5.871.722.679;Promotion;Monday
24/10/2023;Snacks;1816;1.847.303.259;1;Urban;1;1.082.598.717;6;334;-8.978.683.911;Promotion;Tuesday
25/10/2023;Beverages;1293;168.946.483;0;Urban;2;5.670.644.552;6;359;-3.981.179.722;No Promotion;Wednesday
26/10/2023;Dairy;455;6.238.677.209;1;Suburban;3;4.189.979.308;6;139;2.048.697.901;Promotion;Thursday
27/10/2023;Dairy;290;6.236.634.435;1;Urban;4;0.687013312;7;134;5.549.621.123;Promotion;Friday
28/10/2023;Beverages;1790;1.595.540.545;1;Rural;5;8.334.341.398;6;322;7.621.064.052;Promotion;Saturday
29/10/2023;Personal Care;521;195.218.584;1;Urban;6;1.284.168.566;1;385;668.017.274;Promotion;Sunday
30/10/2023;Beverages;799;8.052.934.784;0;Rural;0;1.438.565.887;3;237;-6.332.724.086;No Promotion;Monday
31/10/2023;Snacks;106;9.148.850.698;1;Urban;1;8.703.301.784;2;208;0.445548914;Promotion;Tuesday
01/11/2023;Beverages;232;1.705.099.929;1;Rural;2;7.959.689.252;6;292;9.091.310.038;Promotion;Wednesday
02/11/2023;Dairy;1870;6.094.641.382;1;Rural;3;173.331.759;8;122;4.361.323.792;Promotion;Thursday
03/11/2023;Beverages;656;3.971.254.284;1;Urban;4;8.458.655.622;3;98;-4.487.401.338;Promotion;Friday
04/11/2023;Personal Care;925;1.720.870.284;0;Urban;5;6.009.696.645;8;150;111.990.062;No Promotion;Saturday
05/11/2023;Household;860;1.883.511.142;1;Rural;6;9.303.461.573;8;51;-7.419.950.431;Promotion;Sunday
06/11/2023;Beverages;1154;1.277.428.936;0;Suburban;0;6.136.532.044;5;293;6.637.757.316;No Promotion;Monday
07/11/2023;Personal Care;634;116.778.641;1;Urban;1;398.433.729;8;225;769.352.681;Promotion;Tuesday
08/11/2023;Personal Care;525;7.572.488.503;0;Suburban;2;1.876.996.491;6;287;5.695.492.012;No Promotion;Wednesday
09/11/2023;Dairy;1517;6.988.600.901;0;Urban;3;5.066.317.447;5;447;1.922.283.454;No Promotion;Thursday
10/11/2023;Personal Care;771;156.652.968;0;Urban;4;1.901.350.097;9;108;137.639.467;No Promotion;Friday
11/11/2023;Personal Care;462;2.642.067.604;0;Urban;5;3.065.005.787;7;402;-0.422938183;No Promotion;Saturday
12/11/2023;Personal Care;1560;5.498.901.877;0;Urban;6;148.163.743;8;148;-9.317.472.423;No Promotion;Sunday
13/11/2023;Personal Care;1793;149.165.259;1;Suburban;0;6.939.501.575;1;491;7.977.024.325;Promotion;Monday
14/11/2023;Snacks;1674;1.141.809.109;1;Urban;1;8.212.140.614;2;408;3.205.950.476;Promotion;Tuesday
15/11/2023;Snacks;181;3.431.775.962;1;Rural;2;1.316.746.867;8;491;-9.735.692.708;Promotion;Wednesday
16/11/2023;Dairy;455;1.776.057.667;0;Rural;3;1.493.574.906;9;484;282.482.761;No Promotion;Thursday
17/11/2023;Beverages;1381;8.475.509.085;1;Suburban;4;8.949.359.515;4;51;-0.47385043;Promotion;Friday
18/11/2023;Personal Care;1841;1.672.949.913;0;Urban;5;1.228.087.041;9;292;444.862.872;No Promotion;Saturday
19/11/2023;Beverages;688;159.665.473;0;Rural;6;5.240.644.853;4;346;1.072.590.245;No Promotion;Sunday
